,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수,정당성향
952,1901430,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,2012-08-30,의원,2012-11-22,대안반영폐기,제19대 (2012~2016) 제310회,"   군인권단체가 정보공개청구를 통해 입수한 국방부 자료에 따르면, 2009년 1월부터 2010년 6월까지 군 사법당국에 접수된 군인 간 성범죄는 71건이고 민간인을 상대로 한 성범죄는 265건으로 군인이 저지른 성범죄는 전체 336건에 달해 심각한 우려를 나타내고 있음.그런데 군대 내에서 발생한 성범죄 71건 중 34건(48%)이 공소권 없음이나 기소유예 등 불기소처분을 받는 등 처벌이 미흡함. 이와 같이 군대에서 저지르는 성범죄는 사안의 특성상 합의가 종용되거나 주변의 암묵적인 압력으로 고소를 취하하거나 재판으로 가더라도 솜방망이 처벌에 그치는 경우가 많아 사태의 심각성에 비하여 안일하게 대처함으로써 군대내 성폭력은 끊이지 않고 있는 실정임.이에 군인과 예비군에 대한 성폭력 예방교육을 의무적으로 실시함으로써 국가의 미래를 짊어질 청년들의 인성을 순화시키고 도덕성을 함양하도록 함으로써 성폭력 발생을 미연에 방지하려는 것임. 국가는 군인과 예비군의 건전한 윤리의식과 도덕성 함양을 위하여 군인과 예비군에 대한 성교육 및 성폭력 예방에 필요한 교육을 실시하도록 함(안 제5조제2항 신설).  ",여성가족위원회,"['김광진(민주당/金光珍)', '강은희(새누리당/姜恩姬)', '김기준(민주당/金基俊)', '김상희(민주당/金相姬)', '김재윤(민주당/金才允)', '김현숙(새누리당/金賢淑)', '남인순(민주당/南仁順)', '민현주(새누리당/閔炫珠)', '민홍철(민주당/閔洪喆)', '박민수(민주당/朴敏秀)', '박홍근(민주당/朴洪根)', '배기운(민주당/裵奇雲)', '백재현(민주당/白在鉉)', '신경림(새누리당/辛瓊林)', '오제세(민주당/吳濟世)', '은수미(민주당/殷秀美)', '이낙연(민주당/李洛淵)', '인재근(민주당/印在謹)', '임수경(민주당/林秀卿)', '장하나(민주당/張하나)', '전병헌(민주당/田炳憲)', '전순옥(민주당/全順玉)', '정성호(민주당/鄭成湖)', '정희수(새누리당/鄭熙秀)', '진선미(민주당/陳善美)', '최동익(민주당/崔東益)', '최민희(민주당/崔敏姬)', '최재천(민주당/崔載千)', '한정애(민주당/韓貞愛)', '홍종학(민주당/洪鍾學)']",김광진(민주당/金光珍),김광진,민주당,"['김광진', '강은희', '김기준', '김상희', '김재윤', '김현숙', '남인순', '민현주', '민홍철', '박민수', '박홍근', '배기운', '백재현', '신경림', '오제세', '은수미', '이낙연', '인재근', '임수경', '장하나', '전병헌', '전순옥', '정성호', '정희수', '진선미', '최동익', '최민희', '최재천', '한정애', '홍종학']",남성,14,진보
953,1901413,감염병의 예방 및 관리에 관한 법률 일부개정법률안,2012-08-30,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제310회,"   자궁경부암은 세계적으로 두 번째로 흔한 여성암이며 우리나라에서도 여성암 환자 중 자궁경부암이 약 9.5%로 유방암에 이어 2위 차지할 정도로 심각한 수준임.의료기술의 발전과 암에 대한 꾸준한 연구로 자궁경부암의 발병 원인이 인유두종 바이러스(HPV)로 밝혀졌고, 관련 백신도 그 효과와 안전성이 증명된 예방책으로 이미 전 세계 각국의 병원에서 널리 사용되고 있음. 이로써 자궁경부암은 발병원인과 예방책이 밝혀진 유일한 암으로 예방만으로도 발병을 막을 수 있게 됨. 자궁경부암을 국가적 관리 대상 및 필수예방접종 대상으로 지정한 미국, 호주, 캐나다, 프랑스 등과 같은 OECD 회원국 등에서는 자궁경부암 발생 비율이 최근 몇 년간 58% 이상으로 현저히 줄어들었음.반면 국내에서는 자궁경부암 백신에 의료보험이 적용되지 않아 한 번의 접종에 10∼18만원의 비용이 들며 세 차례의 접종이 필요하다는 점을 감안하였을 때 총 4∼50만원을 웃도는 비용이 들어 저소득층 여성에겐 비용에 대한 부담이 크고, 자궁경부암이 필수 예방접종 항목으로 지정되지 않아 그 위험성에 대한 국민의 경각심 또한 매우 낮음.또한 세계 1위의 저출산 국가인 우리나라의 실정에서 불임의 원인이 되는 자궁경부암 발병을 국가적 차원에서 지원할 필요가 있으며, 자궁경부암은 ‘예방접종을 통하여 예방 및 관리가 가능하여 국가예방접종사업의 대상이 되는 감염병’ 인 “제2군감염병”에 속한다고 볼 수 있으므로 법적 근거를 마련하는데 문제가 없음.따라서 인유두종 바이러스 백신을 예방접종 항목 (감염병의 예방 및 관리에 관한 법률 제2조 3항)에 포함하여 자궁경부암에 대한 경각심을 높이고 국민의 건강 증진과 국가적인 문제인 저출산에 기여하고자 함. 제2군감염병과 정기예방접종에 자궁경부암을 추가함(안 제2조제3호카목？제24조제1항제12호 신설).  ",보건복지위원회,"['서영교(민주당/徐瑛敎)', '강기윤(새누리당/姜起潤)', '강창일(민주당/姜昌一)', '김재윤(민주당/金才允)', '박남춘(민주당/朴南春)', '박민수(민주당/朴敏秀)', '오제세(민주당/吳濟世)', '유대운(민주당/劉大運)', '유승희(민주당/兪承希)', '유은혜(민주당/兪銀惠)', '이낙연(민주당/李洛淵)', '이윤석(민주당/李潤錫)', '이찬열(민주당/李燦烈)', '전정희(민주당/全正姬)', '정성호(민주당/鄭成湖)', '최민희(민주당/崔敏姬)', '홍종학(민주당/洪鍾學)']",서영교(민주당/徐瑛敎),서영교,민주당,"['서영교', '강기윤', '강창일', '김재윤', '박남춘', '박민수', '오제세', '유대운', '유승희', '유은혜', '이낙연', '이윤석', '이찬열', '전정희', '정성호', '최민희', '홍종학']",여성,5,진보
954,1901402,살인죄 등 강력범죄의 공소시효에 관한 특례법안,2012-08-29,의원,2015-07-24,대안반영폐기,제19대 (2012~2016) 제310회,"    및  수원 오원춘 살인사건, 제주 올레길 살인사건, 통영 아동 살인사건 등 부녀？아동 대상의 성범죄와 강도？살인범죄가 빈발하고 있어 국민적 불안감이 거세지고 있음. 특히 이러한 강력범죄에 대해서 여타의 범죄와 마찬가지로 공소시효를 적용하도록 하게 되면 미제사건의 경우 처벌의지를 무력화 할 수 있고 범인필벌의 국민적 정서와 배치하게 될 수 있으므로 공소시효를 명시적으로 배제하는 조치가 필요하다고 할 것임.이에 「형법」상의 살인과 강도살인 등의 중범죄, 「성폭력범죄의 처벌 등에 관한 특례법」상의 특수강간 등의 중범죄, 「아동？청소년의 성보호에 관한 법률」상의 아동？청소년 강간 등의 중범죄는 「형사소송법」과 「군사법원법」 상의 공소시효를 적용하지 아니하여 반인권범죄에 대한 법적 제재를 강화하려는 것임.  ",법제사법위원회,"['강기윤(새누리당/姜起潤)', '권성동(새누리당/權性東)', '김성찬(새누리당/金盛贊)', '김장실(새누리당/金長實)', '김태원(새누리당/金兌原)', '박성호(새누리당/朴成浩)', '박인숙(새누리당/朴仁淑)', '신성범(새누리당/愼聖範)', '이낙연(민주당/李洛淵)', '이한성(새누리당/李翰成)']",강기윤(새누리당/姜起潤),강기윤,새누리당,"['강기윤', '권성동', '김성찬', '김장실', '김태원', '박성호', '박인숙', '신성범', '이낙연', '이한성']",남성,1,보수
955,1901401,특정 범죄자에 대한 위치추적 전자장치 부착 등에 관한 법률 일부개정법률안,2012-08-29,의원,2012-11-22,대안반영폐기,제19대 (2012~2016) 제310회,"  ■   및  강도범죄는 다른 강력범죄보다 재범률이 매우 높고 통상 치밀한 계획에 따라 은밀하게 이루어지는 아주 위험한 강력범죄로서 성폭력, 살해 등 다른 범죄로 돌변하는 경우가 많아 효과적으로 재범을 방지하기 위한 제도적 장치가 필요함. 또한 19세 미만 미성년자 및 장애인 피해자의 경우 자기 방어능력이 미약하여 다른 성폭력범죄보다 더욱 적극적으로 대처할 필요가 있음에도 불구하고 보호대상 미성년자가 “13세 미만” 또는 “16세 미만”으로 되어 있어 보호대상 미성년자의 연령이 너무 낮고, 장애인은 보호대상에 포함되어 있지 않아 장애인을 노리는 성폭력범죄에 취약점을 보이고 있으며, 그 밖에 위치추적 전자장치의 부착기간 및 집행유예자에 대한 임의적 부착명령제도는 실효성이 떨어짐.이에 위치추적 전자장치 부착 대상 범죄에 강도범죄를 추가하고, 미성년자의 연령 범위를 “13세 미만” 또는 “16세 미만”에서 “19세 미만”으로 일원화하며, 신체적, 정신적 장애가 있는 사람에 대하여 성폭력범죄를 저지른 경우에는 1회의 경우에도 다른 요건 없이 위치추적 전자장치 부착명령을 청구할 수 있도록 하고, 위치추적 전자장치 부착기간을 기본적으로 현행 “최저 1년 이상, 최대 30년 이하”에서 “최저 5년 이상, 최대 30년 이상”으로 늘리는 한편, 집행유예 대상자에 대하여 보호관찰을 명할 경우 위치추적 전자장치 부착명령을 의무화하도록 함으로써 강력범죄로부터 국민의 생명과 안전을 보다 두텁게 보호하려는 것임(안 제2조제1호·제2호가목·제3호의2가목, 제5조제1항제4호 및 제9조제1항, 안 제2조제3호의3, 제5조제1항제5호·제4항 신설 및 안 제28조제1항·제3항).  ",법제사법위원회,"['강기윤(새누리당/姜起潤)', '권성동(새누리당/權性東)', '김성찬(새누리당/金盛贊)', '김장실(새누리당/金長實)', '김태원(새누리당/金兌原)', '박성호(새누리당/朴成浩)', '박인숙(새누리당/朴仁淑)', '신성범(새누리당/愼聖範)', '이낙연(민주당/李洛淵)', '이한성(새누리당/李翰成)']",강기윤(새누리당/姜起潤),강기윤,새누리당,"['강기윤', '권성동', '김성찬', '김장실', '김태원', '박성호', '박인숙', '신성범', '이낙연', '이한성']",남성,1,보수
956,1901363,경비업법 일부개정법률안,2012-08-28,의원,2013-05-07,대안반영폐기,제19대 (2012~2016) 제310회,"  ■  1976년 「경비업법」이 제정된 이후 단순시설 경비에서부터 공항·원자력발전소 등 국가중요시설의 경비에 이르기까지 경비영역이 계속 확장되면서 지금은 경비업이 치안서비스의 상당부분을 보완하는 기능을 하고 있음.하지만 이러한 양적인 성장과 함께 여러 가지 문제점도 드러내고 있는바, 지난해 유성기업과 최근 SJM의 집단민원현장에서 발생한 노조원과 경비원 간의 무력충돌이나 무자격의 경비원 동원으로 인한 폭력사태 등으로 국민생활에 불안감을 주고 있어 경비업자 및 경비원에 대한 규제를 강화하여야 한다는 사회적 요구가 커지고 있음.이는 경비업에 대한 제도적 뒷받침과 운용이 미흡한 데 기인하는 것으로, 자격에 미달하는 경비원을 채용·배치하는 경비업체를 통제할 수 있는 규제 장치가 미흡함은 물론, 이들의 불법행위에 대한 처벌강도가 낮은데 원인이 있음.따라서 노사분규·재개발 등 집단민원현장에서 발생하는 경비원의 폭력행위 방지를 위하여 현행법상의 미비점을 보완하고 위법행위에 대한 규제와 처벌을 강화함으로써 경비업의 건전한 발전을 도모하고 진정한 치안서비스의 대체재로서 기능할 수 있도록 하려는 것임. 가. 허가받은 경비업무 외의 업무에 경비원을 종사하게 하거나 경비업 및 경비관련업 외의 영업을 한 사유로 경비업 허가가 취소된 경우 그 허가 취소일로부터 10년이 지나지 아니한 때에는 누구든지 그 경비업체와 동일한 명칭으로 허가를 받을 수 없도록 함(안 제4조의2).나. 이 법에 따른 허가를 받지 아니한 자에게 경비업무를 도급 주는 것을 금지함(안 제7조의2제1항).다. 경비지도사 및 경비원의 결격사유의 범위에 범죄단체의 조직 및 구성·활동 전과자, 「형법」상 강도·절도 및 성범죄 전과자 등을 추가함(안 제10조제1항제5호·제6호·제7호 신설, 제10조제2항제2호).라. 경비업자는 그 소속 경비원에게 소속 경비업체를 표시한 이름표가 부착된 동일한 복장을 착용하게 하도록 하고, 소속 경비원의 복장을 지방경찰청장에게 신고하도록 함(안 제16조제1항 및 제2항).마. 2회 이상 상해·폭행·체포·감금의 죄를 범한 경력이 있는 사람을 시설경비업무 또는 신변보호업무 중 행정안전부령으로 정하는 곳에 배치되는 일반경비원으로 배치하지 못하도록 함(안 제18조제3항).바. 제18조제2항 단서를 위반하여 신고를 하지 아니하거나 신고의  이 거짓일 때 등에 해당하는 경우에는 경찰관서장이 배치폐지를 명할 수 있도록 함(안 제18조제5항).사. 허가취소사유에 경비원에게 경비업무의 범위를 벗어난 행위를 하게 한 경우와 경찰관서장의 배치폐지 명령을 따르지 아니하는 경우 등을 추가함(안 제19조제1항).  ",안전행정위원회,"['윤재옥(새누리당/尹在玉)', '권은희(새누리당/權恩嬉)', '김상훈(새누리당/金相勳)', '김희국(새누리당/金熙國)', '서상기(새누리당/徐相箕)', '유승민(새누리당/劉承旼)', '유승우(새누리당/柳勝優)', '조원진(새누리당/趙源震)', '주호영(새누리당/朱豪英)', '홍지만(새누리당/洪志晩)']",윤재옥(새누리당/尹在玉),윤재옥,새누리당,"['윤재옥', '권은희', '김상훈', '김희국', '서상기', '유승민', '유승우', '조원진', '주호영', '홍지만']",남성,1,보수
957,1901359,다문화가족지원법 일부개정법률안,2012-08-28,의원,2013-02-18,폐기,제19대 (2012~2016) 제310회,"   통계청에 따르면 2011년 1월 1일 기준 우리나라에 90일 이상 거주하는 외국인, 귀화자, 다문화가족 자녀 등 다문화인구는 126만명으로 전체 인구의 2.5% 정도에 이르고 있음.또한, 2010년 우리나라의 출산율은 1.22명으로 OECD 국가 중 가장 낮은 수준이며, 65세 이상의 노인인구는 전체 인구의 11%를 차지하여 급격한 저출산·고령화가 진행중인 것으로 나타나 이와 같은 인구감소 추세를 고려하면 앞으로 다문화인구 비중은 지속적으로 증가할 것으로 전망됨.그런데 우리 사회 곳곳에서는 아직도 외국인 근로자나 결혼이민자, 다문화가족 자녀 등에 대한 인종차별 문제가 빈번하게 벌어지고 있으며, 다문화가족의 지원정책도 언어와 문화적 특수성을 무시한 채 우리나라 입장에서 결혼이민자, 다문화가족 자녀 등을 교육하고 동화시키려고 하는 문제점이 있음.이에 국가와 지방자치단체가 글로벌 시대를 맞아 다문화가족의 권익과 언어 등 다양한 문화를 긍정하고 수용하는 책무를 실행하도록 함으로써 다문화가족에게 대한민국 국민의 일원으로서 긍지를 가질 수 있도록 하여 진정한 사회통합을 이루고 문화적 다양성을 증진하려는 것임. 국가와 지방자치단체는 다문화가족의 언어, 문화적 특수성을 긍정적 자질로 인정하고 이를 구현할 수 있는 지원을 강화하도록 함(안 제3조제2항 신설).  ",여성가족위원회,"['이자스민(새누리당/李자스민)', '강은희(새누리당/姜恩姬)', '권은희(새누리당/權恩嬉)', '길정우(새누리당/吉炡宇)', '김동완(새누리당/金東完)', '김영환(민주당/金榮煥)', '김정록(새누리당/金正錄)', '김태원(새누리당/金兌原)', '김현숙(새누리당/金賢淑)', '도종환(민주당/都鐘煥)', '문대성(무소속/文大成)', '민병주(새누리당/閔丙珠)', '민홍철(민주당/閔洪喆)', '박민수(민주당/朴敏秀)', '박성호(새누리당/朴成浩)', '서영교(민주당/徐瑛敎)', '신장용(민주당/申長容)', '유기준(새누리당/兪奇濬)', '유성엽(민주통합당/柳成葉)', '유승우(새누리당/柳勝優)', '유정복(새누리당/劉正福)', '이에리사(새누리당/李에리사)', '이종진(새누리당/李鐘鎭)', '이종훈(새누리당/李宗勳)', '이한성(새누리당/李翰成)', '정문헌(새누리당/鄭文憲)', '최민희(민주당/崔敏姬)', '황영철(새누리당/黃永哲)']",이자스민(새누리당/李자스민),이자스민,새누리당,"['이자스민', '강은희', '권은희', '길정우', '김동완', '김영환', '김정록', '김태원', '김현숙', '도종환', '문대성', '민병주', '민홍철', '박민수', '박성호', '서영교', '신장용', '유기준', '유성엽', '유승우', '유정복', '이에리사', '이종진', '이종훈', '이한성', '정문헌', '최민희', '황영철']",여성,8,보수
958,1901357,한부모가족지원법 일부개정법률안,2012-08-28,의원,2013-04-14,폐기,제19대 (2012~2016) 제310회,"  ■   및  현행법령은 저소득층 한부모 및 조손가족(청소년 한부모가족 포함)에 대하여 양육비, 생활보조금 등의 복지급여를 실시하도록 하고 있는 바, 한부모 및 조손가족은 최저생계비의 130% 이하, 청소년 한부모가족은 최저생계비의 150% 이하의 가구가 이 법에 따른 복지급여 대상자로 보호받고 있음.한편, 이 법에 따른 보호대상자이더라도 「국민기초생활보장법」에 따른 수급자는 중복하여 지급하지 않도록 하고 있어 최저생계비 이하의 국민기초생활보장 수급자는 이 법에 따른 복지급여를 지원받지 못하고 있음.그러나 부모 대신 조부모가 18세 이하의 손자녀를 돌보는 형태의 조손가족의 경우에는 조부모의 고령화·질환 등으로 인하여 다른 한부모가족보다 경제적으로 더욱 어려움을 겪고 있음. 이는 조손가족의 가구소득이 전체 가구소득의 6분의 1에도 미치지 못하는 월평균 59.7만원에 불과하다는 여성가족부의 ？2010년 조손가족 실태조사？ 결과에도 나타나는 바, 이들의 생활수준을 향상시킬 수 있는 물질적 지원책이 강구될 필요성이 있음.이에 조손가족의 경우에는 「국민기초생활보장법」 등 다른 법률에 따라 보호를 받고 있는 경우에도 이 법에 따른 복지 급여를 실시할 수 있도록 하여 조손가족의 삶의 질을 높이고자 하려는 것임(안 제5조의2 후단 신설).  ",여성가족위원회,"['김태흠(새누리당/金泰欽)', '김성곤(민주당/金星坤)', '김성찬(새누리당/金盛贊)', '김재윤(민주당/金才允)', '박인숙(새누리당/朴仁淑)', '유기준(새누리당/兪奇濬)', '유성엽(민주통합당/柳成葉)', '이에리사(새누리당/李에리사)', '이한성(새누리당/李翰成)', '이현재(새누리당/李賢在)', '정성호(민주당/鄭成湖)', '정희수(새누리당/鄭熙秀)', '홍문표(새누리당/洪文杓)', '황영철(새누리당/黃永哲)']",김태흠(새누리당/金泰欽),김태흠,새누리당,"['김태흠', '김성곤', '김성찬', '김재윤', '박인숙', '유기준', '유성엽', '이에리사', '이한성', '이현재', '정성호', '정희수', '홍문표', '황영철']",남성,2,보수
959,1901350,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2012-08-27,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제310회,"    및  현행법상 만 6세 이하 자녀를 둔 여성 근로자와 남성 근로자는 육아휴직을 각각 1년 사용할 수 있음.그러나 여성 근로자의 육아휴직 이용률은 40%에 그치고 있고, 인사 상 불이익한 처우 등의 우려로 인해 육아휴직 사용자 가운데 남성 비율은 2%에 그치고 있는 실정임.이에 근로자는 1개월 이상 육아휴직을 반드시 사용하도록 하고, 이를 허용하지 아니하는 사업주에게 과태료를 부과함으로써 근로자의 육아휴직 참여를 높이려는 것임(안 제19조제2항, 제39조제2항).  ",환경노동위원회,"['김희정(새누리당/金姬廷)', '길정우(새누리당/吉炡宇)', '김장실(새누리당/金長實)', '김태원(새누리당/金兌原)', '박성호(새누리당/朴成浩)', '박인숙(새누리당/朴仁淑)', '이낙연(민주당/李洛淵)', '이에리사(새누리당/李에리사)', '이재영(새누리당/李在暎)', '이한성(새누리당/李翰成)', '전정희(민주당/全正姬)', '홍지만(새누리당/洪志晩)']",김희정(새누리당/金姬廷),김희정,새누리당,"['김희정', '길정우', '김장실', '김태원', '박성호', '박인숙', '이낙연', '이에리사', '이재영', '이한성', '전정희', '홍지만']",여성,4,보수
960,1901337,다문화가족지원법 일부개정법률안,2012-08-27,의원,2013-04-14,폐기,제19대 (2012~2016) 제310회,"   1990년대 이후 노동시장 개방과 함께 국제결혼 증가로 인하여 국내 거주하는 외국인의 수가 증가하면서 다문화가족이 한국사회내의 중요한 사회구성원으로 자리잡아가고 있음.그러나 다문화가족 구성원이 안정적인 가족생활을 영위하면서 사회에 통합될 수 있는 사회기반은 여전히 미흡한 실정임.이에 다문화가족 구성원이 의료기관 이용 시 의사소통에 불편이 없도록 외국어 통역 서비스를 제공하는 의료기관을 지정토록 하고, 다문화가족의 아동이 학교폭력으로부터 보호받는 한편, 결혼이민자의 가족들의 의무 교육을 통해 다문화가족의 삶의 질 향상과 사회통합에 기여하려는 것임. 가. 시·도지사는 결혼이민자등의 원활한 의사소통을 위하여 관할 지역 내의 의료기관을 지정하여 외국어 통역 서비스를 제공하여야 하며, 국가와 지방자치단체는 지정된 의료기관에게 외국어 통역 서비스를 제공하는 데에 필요한 비용의 전부 또는 일부를 지원할 수 있도록 함(안 제9조제3항 및 제4항 신설).나. 국가와 지방자치단체는 학교폭력으로부터 피해를 입은 다문화가족 아동의 보호를 위해 상담 등의 필요한 조치를 하여야 함(안 제10조의2 신설).다. 결혼이민자의 가족은 지원센터의 다문화가족을 위한 교육 ·상담 등을 이수하도록 함(제12조의3 신설).  ",여성가족위원회,"['박성호(새누리당/朴成浩)', '강기윤(새누리당/姜起潤)', '김세연(새누리당/金世淵)', '김정록(새누리당/金正錄)', '심학봉(새누리당/沈學鳳)', '여상규(새누리당/余尙奎)', '유기준(새누리당/兪奇濬)', '유승우(새누리당/柳勝優)', '이만우(새누리당/李萬雨)', '정갑윤(새누리당/鄭甲潤)', '정희수(새누리당/鄭熙秀)']",박성호(새누리당/朴成浩),박성호,새누리당,"['박성호', '강기윤', '김세연', '김정록', '심학봉', '여상규', '유기준', '유승우', '이만우', '정갑윤', '정희수']",남성,0,보수
961,1901326,근로기준법 일부개정법률안,2012-08-27,의원,2014-02-28,대안반영폐기,제19대 (2012~2016) 제310회,"    및  임신 12주 이내는 유산의 위험이 가장 높고 임신 36주 이후에는 조산의 위험이 높으며 특히 이러한 위험은 최근 증가하고 있는 고령 임산부의 경우 높게 나타나고 있음.또한 현행법상 1일의 근로시간은 휴게시간을 제외하고 8시간으로 정하고 있으나, 이는 임신한 여성 근로자에게는 과도한 근로시간이라 할 수 있으므로 임신기 근로시간 단축제를 도입하여 임신？출산 친화적인 근로환경을 조성할 필요가 있음.이에 사용자는 임신 중 여성 근로자의 임신 12주 이내와 36주 이후에 1일의 근로시간을 2시간 단축하도록 함으로써 임신한 여성 근로자를 보호하려는 것임(안 제74조제7항부터 제8항까지 신설).  ",환경노동위원회,"['민현주(새누리당/閔炫珠)', '강석훈(새누리당/姜錫勳)', '김명연(새누리당/金明淵)', '김정록(새누리당/金正錄)', '김현숙(새누리당/金賢淑)', '류지영(새누리당/柳知영)', '박민식(새누리당/朴敏植)', '손인춘(새누리당/孫仁春)', '신경림(새누리당/辛瓊林)', '신의진(새누리당/申宜眞)', '안종범(새누리당/安鍾範)', '유승민(새누리당/劉承旼)', '윤명희(새누리당/尹明熙)', '윤영석(새누리당/尹永碩)', '이에리사(새누리당/李에리사)', '이재영(새누리당/李宰榮)', '이종훈(새누리당/李宗勳)', '이현재(새누리당/李賢在)', '홍지만(새누리당/洪志晩)']",민현주(새누리당/閔炫珠),민현주,새누리당,"['민현주', '강석훈', '김명연', '김정록', '김현숙', '류지영', '박민식', '손인춘', '신경림', '신의진', '안종범', '유승민', '윤명희', '윤영석', '이에리사', '이재영', '이종훈', '이현재', '홍지만']",여성,8,보수
962,1901324,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2012-08-27,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제310회,"    및  출산한 날부터 90일 이내의 기간은 산모의 산후조리, 육아, 가사 등을 위하여 남성 근로자의 도움이 절실한 시기라고 할 수 있음.그런데 현행법에서는 같은 자녀에 대하여 배우자가 육아휴직을 하고 있는 근로자에 대해서는 사업주가 육아휴직을 허용하지 아니할 수 있는 예외를 두고 있으며, 육아휴직 급여가 통상임금의 40%(월 50～100만원)에 그치고 있어 남성 근로자의 육아휴직 사용을 어렵게 하고 있음.이에 남성 근로자의 육아휴직 참여를 높이기 위하여 사업주는 남성 근로자가 배우자의 출산일로부터 90일 이내 기간에 30일의 육아휴직을 사용하기 위하여 육아휴직을 신청한 경우 이를 허용하도록 의무화하고, 이 경우 고용보험기금에서 통상임금에 상당하는 금액을 육아휴직 급여로 지급하도록 특례를 규정하려는 것임(안 제19조의7 신설).  ",환경노동위원회,"['민현주(새누리당/閔炫珠)', '강석훈(새누리당/姜錫勳)', '김명연(새누리당/金明淵)', '김정록(새누리당/金正錄)', '김현숙(새누리당/金賢淑)', '류지영(새누리당/柳知영)', '박민식(새누리당/朴敏植)', '손인춘(새누리당/孫仁春)', '신경림(새누리당/辛瓊林)', '신의진(새누리당/申宜眞)', '안종범(새누리당/安鍾範)', '유승민(새누리당/劉承旼)', '윤명희(새누리당/尹明熙)', '윤영석(새누리당/尹永碩)', '이에리사(새누리당/李에리사)', '이재영(새누리당/李宰榮)', '이종훈(새누리당/李宗勳)', '이현재(새누리당/李賢在)', '홍지만(새누리당/洪志晩)']",민현주(새누리당/閔炫珠),민현주,새누리당,"['민현주', '강석훈', '김명연', '김정록', '김현숙', '류지영', '박민식', '손인춘', '신경림', '신의진', '안종범', '유승민', '윤명희', '윤영석', '이에리사', '이재영', '이종훈', '이현재', '홍지만']",여성,8,보수
963,1901323,가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2012-08-27,의원,2014-12-09,대안반영폐기,제19대 (2012~2016) 제310회,"   현행법은 가정폭력범죄의 특성을 고려하여 사법경찰관리로 하여금 폭력행위의 가해자와 피해자를 분리하고 피해자를 보호하는 등 응급조치를 취할 의무를 정하고 있으나 현실적으로는 가정 내의 행위라는 이유로 인하여 현행범 체포 등 수사기관의 적극적인 개입이 좀처럼 이루어지지 아니하는 문제가 있음. 그 결과 가정폭력범죄의 피해자에 대한 구제가 충분하게 이루어지지 못할 가능성이 있을 뿐만 아니라 가해자에 대한 처벌도 적절하게 이루어지지 아니하는 경우가 있어 궁극적으로는 가정폭력범죄가 근절되지 못하고 있음.이에 가정폭력 행위자의 폭력행위가 진행 중이거나 진행이 종료된 직후의 경우 등 현행범의 요건을 충족하는 경우에는 사법경찰관리로 하여금 체포하도록 하고, 주취상태인 행위자에 대해서는 유치장에 24시간 이내 보호하여 가정폭력범죄의 재발을 예방하려는 것임.또한 사법경찰관의 긴급임시조치를 이행하지 않을 경우 과태료를 부과할 수 있도록 하여 그 실효성을 제고하고자 함. 가. 폭력행위가 진행 중이거나 진행이 종료된 직후의 현행범은 사법경찰관리로 하여금 체포하도록 하고, 주취상태로 인한 가정폭력행위자를 유치장에 24시간 이내 보호조치할 수 있도록 함(안 제5조제1호 및 제5호).나. 정당한 사유 없이 경찰의 긴급임시조치를 이행하지 않을 경우 500백만원 이하의 과태료를 부과함(안 제65조제4호).  ",법제사법위원회,"['강은희(새누리당/姜恩姬)', '길정우(새누리당/吉炡宇)', '김장실(새누리당/金長實)', '김태원(새누리당/金兌原)', '민병주(새누리당/閔丙珠)', '박인숙(새누리당/朴仁淑)', '송영근(새누리당/宋泳勤)', '윤명희(새누리당/尹明熙)', '이강후(새누리당/李康厚)', '이만우(새누리당/李萬雨)', '이에리사(새누리당/李에리사)']",강은희(새누리당/姜恩姬),강은희,새누리당,"['강은희', '길정우', '김장실', '김태원', '민병주', '박인숙', '송영근', '윤명희', '이강후', '이만우', '이에리사']",여성,5,보수
