,의안번호,처리여부,의안명,제안자구분,제안일자,의결일자,의결결과,심사진행상태,문서,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수
1434,2006397,처,사립학교법 일부개정법률안,의원,2017-03-27,2018-03-30 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제350회,"    및  최근 학생을 성추행하거나 논문을 표절한 교수를 징계시효 만료로 징계할 수 없는 데 대한 논란이 제기된 바 있음.특히 대부분의 학생들이 교수의 비위사실 등을 알고도 졸업과 졸업 후의 진로문제 때문에 해당 사실을 알리지 못하다가 졸업 후 문제를 제기하기 때문에 징계시효 만료로 해당 교수가 징계를 받지 못하는 경우가 많이 발생하고 있음.또한 교원은 학생들을 지도하고 보호할 책무가 크다는 점을 감안하여 교원에 대한 징계시효를 다른 대상보다 강화할 필요가 있다는 의견이 제기되고 있음.이에 현재 3년인 징계사유의 시효를 5년으로 늘리고, 금품 및 향응 수수, 성폭력범죄 행위 등의 징계사유에 해당하는 경우에는 그 시효를 5년에서 7년으로 연장하려는 것임(안 제66조의4제1항).  ",교육문화체육관광위원회,"['노웅래(더불어민주당/盧雄來)', '강창일(더불어민주당/姜昌一)', '도종환(더불어민주당/都鐘煥)', '박정(더불어민주당/朴釘)', '손혜원(더불어민주당/孫惠園)', '안규백(더불어민주당/安圭伯)', '윤관석(더불어민주당/尹官石)', '이재정(더불어민주당/李在汀)', '장정숙(국민의당/張貞淑)', '조승래(더불어민주당/趙承來)', '홍문표(바른정당/洪文杓)']",노웅래(더불어민주당/盧雄來),노웅래,더불어민주당,"['노웅래', '강창일', '도종환', '박정', '손혜원', '안규백', '윤관석', '이재정', '장정숙', '조승래', '홍문표']",남성,3
1435,2006378,처,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,의원,2017-03-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제350회,"  ■   및  최근 증가하고 있는 지하철 내 성범죄 및 경범죄 등의 단속·예방을 위해 도시철도운영기관에서는 자체적으로 지하철보안관제도 등을 운영하며 관련 범죄를 근절·예방하는 데 노력하고 있음. 그러나 관련 범죄를 단속하는 지하철보안관 등에게 실질적인 사법경찰권은 주어져 있지 않아, 이들이 지하철에서 범죄 행위를 적발한다 하더라도 경찰에 신고하는 수준의 단속만 가능하기 때문에 범죄를 효과적으로 단속하는 데 현실적인 어려움이 있음.이에 지하철보안관 등 도시철도운영기관의 임직원에게 지하철 내에서 빈번히 발생하고 있는 범죄의 단속과 관련된 사법경찰권을 부여함으로써, 시민 다수가 이용하는 지하철에서 범죄행위를 보다 효과적으로 근절·예방할 수 있도록 하려는 것임(안 제7조의4 신설).  ",법제사법위원회,"['함진규(자유한국당/咸珍圭)', '강석진(자유한국당/姜錫振)', '강석호(자유한국당/姜碩鎬)', '곽대훈(자유한국당/郭大勳)', '김순례(자유한국당/金順禮)', '박덕흠(자유한국당/朴德欽)', '윤한홍(자유한국당/尹漢洪)', '이우현(자유한국당/李愚鉉)', '이현재(자유한국당/李賢在)', '정유섭(자유한국당/鄭有燮)']",함진규(자유한국당/咸珍圭),함진규,자유한국당,"['함진규', '강석진', '강석호', '곽대훈', '김순례', '박덕흠', '윤한홍', '이우현', '이현재', '정유섭']",남성,1
1436,2006374,처,근로기준법 일부개정법률안,의원,2017-03-23,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서 미첨부 사유서",제20대 (2016~2020) 제350회,"  ■  우리나라 근로자의 평균 근로시간은 2015년 현재 연간 2,113시간으로 OECD 국가 중 멕시코(2,228시간)에 이어 2위임. OECD 평균은 1,766시간으로 우리나라 근로자들이 347시간, 약 43일을 더 일함. 따라서 실제로 근로시간을 획기적으로 줄일 수 있는 법률 개정이 필요함.매일 계속되는 야근과 주말근무로 인하여 아빠는 아이들과 함께 할 시간이 없고 어린이집에 맡긴 아이 생각에 일하는 엄마는 저녁 6시가 가까워지면 초조해지는 것이 우리나라의 현실임.일자리를 못 구해서 고통 받는 사회, 어렵게 들어간 회사에서 과로사 하는 사회, 일하는 엄마 아빠 모두가 지쳐버린 사회는 계속 유지되기 어려움. 아빠가 아이와 함께 놀 수 있고, 임신과 출산이 일하는 여성의 발목을 잡지 않으며, 청년들에게 더 많은 일자리 기회를 주기 위한 근로기준법 개정이 필요함.이에 근로시간 외 각종 통신수단을 통한 돌발노동의 제한, 근로일 사이에 최소휴식시간 보장, 연간 초과근로시간 한도 설정, 근로시간 기록 및 보존 의무화, 근로시간 공시제 도입에 관한 근거 규정을 마련하는 것임. 가. 사용자는 근로자의 근로시간을 측정·기록하여 근로자에게 통지하고 고용노동부장관에게 제출하여야 함(안 제50조제4항·제5항·제6항 신설).나. 연장 근로시간은 연간 최대 250시간을 초과할 수 없도록 연단위 한도를 설정함(안 제53조제1항 후단·단서 신설).다. 연간 근로시간을 초과하여 근로시간을 연장하거나 근로자대표와 서면합의 없이 근로시간을 연장하는 경우 부담금을 부과·징수할 수 있도록 함(안 제53조의2 신설).라. 사용자는 근로자에게 근로시간 이후 연속 11시간(임산부의 경우 연속 13시간, 미취학자녀를 양육하는 근로자의 경우에는 연속 12시간) 이상의 휴식시간을 주어야 하며 특별한 사정이 있는 경우에는 서면으로 달리 정할 수 있도록 함(안 제54조제2항·제4항 신설).마. 근로자가 근로시간 외의 시간에 전화, 문자메시지, SNS 등 각종 통신수단을 이용한 지시에 따라 근로를 하는 경우에는 해당 근로시간에 대하여 통상임금의 100분의 50 이상을 가산하여 지급함(안 제56조제2항 및 제58조제4항 신설).  ",환경노동위원회,"['유승민(바른정당/劉承旼)', '김세연(바른정당/金世淵)', '김영우(바른정당/金榮宇)', '김현아(자유한국당/金炫我)', '박인숙(바른정당/朴仁淑)', '오신환(바른정당/吳晨煥)', '유의동(바른정당/兪義東)', '이종구(바른정당/李鍾九)', '이학재(바른정당/李鶴宰)', '이혜훈(바른정당/李惠薰)', '주호영(바른정당/朱豪英)', '지상욱(바른정당/池尙昱)']",유승민(바른정당/劉承旼),유승민,바른정당,"['유승민', '김세연', '김영우', '김현아', '박인숙', '오신환', '유의동', '이종구', '이학재', '이혜훈', '주호영', '지상욱']",남성,3
1437,2006354,처,영유아보육법 일부개정법률안,의원,2017-03-22,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서 미첨부 사유서",제20대 (2016~2020) 제350회,"  ■  어린이집은 영유아를 보육하고 보호자의 경제적·사회적 활동이 원활하게 이루어지도록 함으로써 영유아 및 가정의 복지 증진에 기여하는 측면이 존재하며, 현재는 부모의 양육부담을 경감시키기 위하여 무상보육이 실시되고 있음.그러나 무상보육이 확대됨에 따라 어린이집이 난립하고 있으며 정부가 지원하는 보육료도 보육원가에 해당하는 표준보육비용보다 적은 금액이어서 상당수의 어린이집이 재정적으로 어려움을 겪고 있을 뿐만 아니라 여전히 보육교직원의 업무부담이 과중하여 보육서비스의 질 저하가 우려되는 상황임.이에 보건복지부장관이 중앙보육정책위원회의 심의를 거쳐 표준보육비용을 결정하도록 하고, 국가와 지방자치단체의 보육료 지원비용을 결정할 때 표준보육비용과 물가상승률 등을 고려하도록 하며, 어린이집에 행정업무를 담당하는 사무원을 도입하는 등 제도적 지원방안을 통해 보육서비스의 질 제고를 꾀하고자 함. 가. 특별자치도지사·시장·군수·구청장이 어린이집 설치인가를 할 때 해당 지역의 보육 수요를 고려하도록 하여 어린이집 난립을 방지하고자 함(안 제13조제2항 신설).나. 어린이집에 보육교사의 과중한 업무부담을 덜어주기 위하여 서무, 등·하원 시간 기록 등 행정업무를 수행하는 사무원을 둘 수 있도록 함(안 제17조제4항 신설).다. 보건복지부장관은 무상보육에 따른 국가 및 지방자치단체가 부담하는 비용을 결정할 때 물가상승률 등을 고려하도록 하며, 그 비용이 표준보육비용 이상이 되도록 함(안 제34조제4항).라. 보건복지부장관은 표준보육비용을 결정하기 위하여 필요한 조사를 3년마다 실시하도록 하며, 그 결과를 바탕으로 중앙보육정책위원회의 심의를 거쳐 표준보육비용을 결정하게 함으로써 어린이집 원장, 보육교사, 학부모 등 당사자의 의견을 반영하도록 함(안 제34조제7항 신설).  ",보건복지위원회,"['남인순(더불어민주당/南仁順)', '김상희(더불어민주당/金相姬)', '김철민(더불어민주당/金哲玟)', '박남춘(더불어민주당/朴南春)', '박주민(더불어민주당/朴柱民)', '박홍근(더불어민주당/朴洪根)', '오제세(더불어민주당/吳濟世)', '위성곤(더불어민주당/魏聖坤)', '윤호중(더불어민주당/尹昊重)', '이원욱(더불어민주당/李元旭)', '이정미(정의당/李貞味)', '이철희(더불어민주당/李哲熙)', '이학영(더불어민주당/李學永)', '이훈(더불어민주당/李薰)']",남인순(더불어민주당/南仁順),남인순,더불어민주당,"['남인순', '김상희', '김철민', '박남춘', '박주민', '박홍근', '오제세', '위성곤', '윤호중', '이원욱', '이정미', '이철희', '이학영', '이훈']",여성,3
1438,2006328,처,공인중개사법 일부개정법률안,의원,2017-03-22,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제350회,"    및  현행법에서는 공인중개사가 중개사무소를 개설등록함에 있어 결격사유를 규정하고 있음.그러나 이러한 결격사유에 성범죄자를 포함하는 규정이 없어 문제가 제기되고 있음. 최근 성폭력 등 성범죄가 지속적으로 증가하고 있으며, 특히 공인중개사 및 중개보조원의 경우 중개행위를 하면서 집이나 상가와 같은 개인의 사생활적인 공간을 합법적으로 방문하는데, 이에 따른 불안감이 고조되고 있는 실정임.이에 「공인중개사법」상의 결격사유에 성범죄자를 추가함으로써 성범죄의 가능성 및 성범죄에 대한 우려와 불안감을 줄이고자 함(안 제10조제1항제12호 신설).  ",국토교통위원회,"['이언주(더불어민주당/李彦周)', '권칠승(더불어민주당/權七勝)', '김상희(더불어민주당/金相姬)', '남인순(더불어민주당/南仁順)', '노웅래(더불어민주당/盧雄來)', '박선숙(국민의당/朴仙淑)', '이훈(더불어민주당/李薰)', '임종성(더불어민주당/林鍾聲)', '정성호(더불어민주당/鄭成湖)', '최운열(더불어민주당/崔運烈)']",이언주(더불어민주당/李彦周),이언주,더불어민주당,"['이언주', '권칠승', '김상희', '남인순', '노웅래', '박선숙', '이훈', '임종성', '정성호', '최운열']",여성,4
1439,2006317,처,근로기준법 일부개정법률안,의원,2017-03-21,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제350회,"    및  최근 일부 기업에서는 육아, 가족돌봄, 건강, 학업 등을 위해 일정 기간 동안 근로시간을 단축하여 근무할 수 있도록 하는 시간선택제 근로제도를 자율적으로 도입·실시하고 있음.이와 같은 제도는 근로자의 입장에서는 일과 가정, 일과 학업을 병행할 수 있도록 하고, 기업의 입장에서는 업무의 효율을 증대시키고, 숙련된 인력이 근속할 수 있도록 보장하는 장점이 있음.이에 근로자가 질병, 학업, 가족 간병이나 그 밖의 사유로 근로시간을 단축하여 근로하기를 희망하는 경우 이를 허용하도록 하는 단축 근로시간제를 도입함으로써 근로자의 일·가정 양립과 기업의 경영효율성을 제고하려는 것임(안 제52조의2 신설).  ",환경노동위원회,"['한정애(더불어민주당/韓貞愛)', '강훈식(더불어민주당/姜勳植)', '김경협(더불어민주당/金炅俠)', '김민기(더불어민주당/金敏基)', '김병욱(더불어민주당/金炳旭)', '김상희(더불어민주당/金相姬)', '김승희(자유한국당/金承禧)', '김영주(더불어민주당/金榮珠)', '김철민(더불어민주당/金哲玟)', '문미옥(더불어민주당/文美玉)', '박경미(더불어민주당/朴炅美)', '서형수(더불어민주당/徐炯洙)', '송옥주(더불어민주당/宋玉珠)', '신창현(더불어민주당/申昌賢)', '어기구(더불어민주당/魚基龜)', '이용득(더불어민주당/李龍得)', '홍영표(더불어민주당/洪永杓)']",한정애(더불어민주당/韓貞愛),한정애,더불어민주당,"['한정애', '강훈식', '김경협', '김민기', '김병욱', '김상희', '김승희', '김영주', '김철민', '문미옥', '박경미', '서형수', '송옥주', '신창현', '어기구', '이용득', '홍영표']",여성,7
1440,2006316,처,경범죄 처벌법 일부개정법률안,의원,2017-03-21,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제350회,"    및  현행법은 소위 스토킹에 해당하는 지속적 괴롭힘의 죄, 즉 상대방의 명시적 의사에 반하여 지속적으로 접근을 시도하여 면회 또는 교제를 요구하거나 지켜보기, 따라다니기, 잠복하여 기다리기 등의 행위를 반복하여 하는 사람에 대하여 경범죄 중 가장 낮은 처벌 수준인 10만원 이하의 벌금, 구류 또는 과료(科料)의 형으로 처벌하도록 규정하고 있음.그러나 피해자에게 불안감·위협감을 주고 사생활을 침해하는 등 상당한 정신적·신체적 피해를 발생시키는 스토킹 범죄의 위험성 등을 고려할 때 처벌 수준이 미약하다고 보임.이에 지속적 괴롭힘의 죄의 처벌 수준을 60만원 이하의 벌금, 구류 또는 과료의 형으로 상향 규정함으로써 스토킹 범죄 예방 및 피해자 보호에 기여하려는 것임(안 제3조제1항제41호 삭제 및 같은 조 제3항제3호 신설).  ",행정안전위원회,"['함진규(자유한국당/咸珍圭)', '김성찬(자유한국당/金盛贊)', '민경욱(자유한국당/閔庚旭)', '박덕흠(자유한국당/朴德欽)', '염동열(자유한국당/廉東烈)', '이명수(자유한국당/李明洙)', '정용기(자유한국당/鄭容起)', '정운천(바른정당/鄭雲天)', '정유섭(자유한국당/鄭有燮)', '최연혜(자유한국당/崔然惠)']",함진규(자유한국당/咸珍圭),함진규,자유한국당,"['함진규', '김성찬', '민경욱', '박덕흠', '염동열', '이명수', '정용기', '정운천', '정유섭', '최연혜']",남성,1
1441,2006314,처,조세특례제한법 일부개정법률안,의원,2017-03-21,2017-12-01 00:00:00,대안반영폐기, ,"의안원문
비용추계서 미첨부 사유서",제20대 (2016~2020) 제350회,"    및  현행법은 경력단절 여성의 재취업을 지원하기 위하여 중소기업이 경력단절 여성을 1년 이상의 근로계약을 체결하여 재고용 하는 경우 재고용한 날부터 2년까지 해당 경력단절 여성에게 지급한 대통령령으로 정하는 인건비의 100분의 10에 상당하는 금액을 세액공제하도록 규정하고 있으며 동 규정은 2017년 12월 31일 이후 종료될 예정임.경력단절 여성에 대한 세제지원은 저출산·고령화 사회에 대응하기 위하여 여성인력을 우리 경제의 새로운 성장동력으로 활용하고 여성의 직업적 역량 보존 및 여성권익 향상 측면에서도 국가 차원의 지속적인 지원이 필요할 것으로 판단됨.이에 2017년 12월 31일에 일몰예정인 경력단절 여성 재고용 중소기업에 대한 세액공제를 2022년 12월 31일까지 5년간 연장하고, 세액공제액을 현행 인건비의 100분의 10에서 인건비의 100분의 15로 상향하려는 것임(안 제29조의3제1항).  ",기획재정위원회,"['조정식(더불어민주당/趙正湜)', '민병두(더불어민주당/閔丙두)', '박남춘(더불어민주당/朴南春)', '박정(더불어민주당/朴釘)', '소병훈(더불어민주당/蘇秉勳)', '신창현(더불어민주당/申昌賢)', '윤관석(더불어민주당/尹官石)', '이찬열(국민의당/李燦烈)', '이훈(더불어민주당/李薰)', '임종성(더불어민주당/林鍾聲)', '홍영표(더불어민주당/洪永杓)']",조정식(더불어민주당/趙正湜),조정식,더불어민주당,"['조정식', '민병두', '박남춘', '박정', '소병훈', '신창현', '윤관석', '이찬열', '이훈', '임종성', '홍영표']",남성,0
1442,2006237,처,양육비 이행확보 및 지원에 관한 법률 일부개정법률안,의원,2017-03-17,2018-02-28 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제350회,"  ■  현행법은 양육비 채권자가 양육비이행관리원의 장에게 추심지원을 신청하면 양육비이행관리원의 장이 양육비 채무자에게 양육비 이행 청구서를 「민사소송법」에 따라 송달하고, 송달 후 1개월 이내에 채무가 이행되지 아니한 경우 채무자의 동의를 얻어 재산 등에 관한 자료를 관계 기관의 장에게 요청할 수 있도록 하고 있음.그러나 양육비 채무자가 소재불명이거나 악의적으로 송달을 회피하는 경우 재산조사를 착수하기 까지 상당한 시일이 소요되며, 재산조사에 착수하더라도 양육비 채무자가 관계 기관의 자료 제공에 동의하지 아니하면 「민사집행법」상 수개월이 소요되는 재산조회 등의 절차를 거칠 수밖에 없어 관련 절차가 완료되기까지 미성년 자녀의 복지가 위태로워질 수밖에 없는 상황임.이에 양육비이행관리원의 장이 양육비 이행 청구서를 서면 등의 방법으로 통지 후 즉시 양육비 채무자의 동의 없이도 재산 등에 대한 조사를 진행할 수 있도록 하는 등 추심지원 절차를 간소화함으로써 보다 신속하고 원활한 양육비 이행을 확보하려는 것임. 가. 양육비이행관리원의 장이 양육비 이행 청구서를 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하도록 하고, 통지 후 즉시 양육비 채무자의 양육비 지급능력을 확인하기 위한 조사를 진행할 수 있도록 함(안 제15조).나. 여성가족부장관은 양육비 채무자의 본인 동의 없이 재산 등에 관한 조사를 위하여 필요한 자료를 관계 기관의 장에게 요청할 수 있도록 하고, 자료를 제공한 관계 기관의 장은 양육비 채무자에게 그 제공사실을 알리도록 함(안 제16조).  ",여성가족위원회,"['송희경(자유한국당/宋喜卿)', '김관영(국민의당/金寬永)', '김승희(자유한국당/金承禧)', '김태흠(자유한국당/金泰欽)', '배덕광(자유한국당/裵德光)', '염동열(자유한국당/廉東烈)', '윤종필(자유한국당/尹鍾畢)', '이종명(자유한국당/李鍾明)', '주호영(바른정당/朱豪英)', '최연혜(자유한국당/崔然惠)', '홍영표(더불어민주당/洪永杓)']",송희경(자유한국당/宋喜卿),송희경,자유한국당,"['송희경', '김관영', '김승희', '김태흠', '배덕광', '염동열', '윤종필', '이종명', '주호영', '최연혜', '홍영표']",여성,4
1443,2006233,처,출산·양육가정 지원에 관한 법률안,의원,2017-03-17,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제350회,"  ■  최근 10년간 평균 출산율은 1.3명으로 2001년 초저출산국가로 진입한 이후 정부의 다양한 출산장려 및 아동양육 정책의 실시에도 불구하고 출산율은 개선되지 않고 있음.저출산의 원인은 여성의 사회·경제활동 참여의 증가, 일과 가정의 양립을 위한 인프라의 부족, 결혼관 및 자녀관의 변화, 자녀 양육비 및 사교육비 부담 등과 같은 여러 가지 문제들이 장기간에 걸쳐 복합적으로 나타난 결과에 기인하고 있음.특히, 여러 가지 원인 중에서도 자녀의 임신·출산·양육에 따른 경제적 부담이 저출산의 주요한 원인으로 작용하고 있는바, 국가의 지원을 통하여 국민의 경제적 부담을 완화하여 주는 것이 절대적으로 필요한 시점임.이에 출산·양육가정에 대한 종합적이고 체계적인 지원을 통하여 국민이 안심하고 자녀를 임신·출산·양육하도록 함으로써 우리 사회가 직면한 저출산 문제를 극복하는 데 기여하고자 함. 가. 이 법은 출산·양육가정에 대한 종합적이고 체계적인 지원을 통하여 국민이 안심하고 자녀를 임신·출산·양육하도록 함으로써 저출산을 극복하는 데 기여함을 목적으로 함(안 제1조).나. 보건복지부장관은 관계 중앙행정기관의 장과 협의하여 출산·양육가정 지원 종합계획을 3년마다 수립·시행하여야 함(안 제6조).다. 출산·양육가정 지원에 관한 주요사항을 심의하기 위하여 보건복지부장관 소속으로 출산·양육가정지원위원회를 둠(안 제9조 및 제10조).라. 국가 또는 지방자치단체는 출산·양육가정 지원을 위하여 임신가정지원금, 출산가정지원금, 아동수당 등을 지급할 수 있음(안 제13조부터 제17조까지).마. 국가 또는 지방자치단체는 다자녀가정에 주거비, 주거환경 개선에 필요한 비용 및 국민건강보험료의 일부를 지원할 수 있으며, 다자녀 가정, 한부모가족, 다문화가족 등에 대하여 지원금을 추가로 지원할 수 있음(안 제18조).바. 임신지원금, 출산지원금, 아동수당을 지급 받으려는 사람은 국내에 주소를 두어야 하고, 소득인정액이 보건복지부장관이 정하여 고시하는 금액 이하이어야 함(안 제19조).사. 시장·군수·구청장은 거짓이나 그 밖의 부당한 방법으로 지원금을 지급받은 경우 등에는 그 금액을 환수하도록 함(안 제25조).  ",보건복지위원회,"['양승조(더불어민주당/梁承晁)', '고용진(더불어민주당/高榕禛)', '기동민(더불어민주당/奇東旻)', '김병기(더불어민주당/金炳基)', '김상희(더불어민주당/金相姬)', '김정우(더불어민주당/金政祐)', '김현권(더불어민주당/金玄權)', '설훈(더불어민주당/薛勳)', '오제세(더불어민주당/吳濟世)', '윤소하(정의당/尹昭夏)', '이학영(더불어민주당/李學永)', '제윤경(더불어민주당/諸閏景)', '최도자(국민의당/崔道子)']",양승조(더불어민주당/梁承晁),양승조,더불어민주당,"['양승조', '고용진', '기동민', '김병기', '김상희', '김정우', '김현권', '설훈', '오제세', '윤소하', '이학영', '제윤경', '최도자']",남성,3
1444,2006226,처,형사소송법 일부개정법률안,의원,2017-03-16,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제350회,    및  「성폭력범죄의 처벌 등에 관한 특례법」은 성폭력범죄의 피해자가 13세 미만의 아동이거나 신체적인 또는 정신적인 장애로 의사소통이나 의사표현에 어려움이 있는 경우 원활한 조사나 증인 신문을 위하여 진술조력인으로 하여금 수사 및 재판 과정에 참여할 수 있도록 규정하고 있음. 그러나 현행법에 이러한 규정을 두고 있지 않아 성폭력범죄의 피해자를 제외한 다른 범죄의 피해자의 경우 수사나 재판과정에서 진술조력인의 도움을 받을 수 없는 상황에 대해 법률적 조력을 확대해야 한다는 의견이 제기되고 있음.이에 따라서 범죄로 인한 피해자가 형사절차상 받을 수 있는 피해를 방어하고 법률적 조력을 보장하기 위하여 범죄로 인한 피해자가 13세 미만이거나 신체적 또는 정신적 장애로 의사소통이나 의사표현에 어려움이 있는 경우 진술조력인으로 하여금 재판 및 수사 과정에 참여하여 의사소통을 중개하거나 보조할 수 있도록 하려는 것임(안 제294조의5 신설).  ,법제사법위원회,"['함진규(자유한국당/咸珍圭)', '김성원(자유한국당/金成願)', '김순례(자유한국당/金順禮)', '박덕흠(자유한국당/朴德欽)', '박순자(바른정당/朴順子)', '박완수(자유한국당/朴完洙)', '신보라(자유한국당/申普羅)', '이우현(자유한국당/李愚鉉)', '이헌승(자유한국당/李憲昇)', '정우택(자유한국당/鄭宇澤)']",함진규(자유한국당/咸珍圭),함진규,자유한국당,"['함진규', '김성원', '김순례', '박덕흠', '박순자', '박완수', '신보라', '이우현', '이헌승', '정우택']",남성,3
1445,2006217,처,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,의원,2017-03-16,2019-08-02 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제350회,"  ■  통계청이 발표한 2016년 출생아 수는 406,300명으로 전년 대비 32,100명 감소하여 통계 작성 이래 최저치를 기록하였으며 처음으로 43만 명 선이 무너짐. 2016년 합계출산율 역시 1.17명으로 OECD 최저수준을 보이고 있음. 여성가족부가 2016년에 실시한 ‘일？가정 양립을 위해 가장 중요하다고 생각하는 제도’ 설문조사 결과 ‘출산휴가 및 육아휴직의 정착 (32.5%)’이 1위로 나타남. 저출산 문제 극복을 위한 다각적 노력의 일환으로 배우자 출산휴가 기간을 연장하여 남성의 육아참여를 확대하고, 부부가 출산부터 양육을 함께하는 문화를 확산할 필요가 있음.또한, 2016년 우리나라 여성의 평균 출산연령은 32.4세로 35세 이상 고령 산모 출산이 전체의 26.3%를 차지하고 있음. 최근에는 난임시술 등의 사유로 쌍생아 이상을 출산하는 경우가 많아지고 있으며 실제로 쌍생아 이상의 출생아 수는 2005년도에 9,459명이던 것이 2015년은 16,166명으로 급증하여 10년 사이에 40% 이상 증가함. 쌍생아 이상을 출산하는 경우 육아부담은 크게 가중됨에도 불구하고 현행법은 배우자의 출산휴가를 한 명 출산한 경우와 동일하게 적용하고 있어 이에 대한 보완이 필요함. 가. 출산휴가의 범위는 10일의 범위에서 7일 이상의 휴가를 사용할 수 있도록 하고, 휴가기간 중 최초 7일은 유급휴가로 하도록 함.나. 자녀 1명 당 10일에서 7일 이상의, 최초 7일은 유급휴가를 적용하여 쌍둥이의 경우 20일의 범위에서 14일, 세쌍둥이의 경우 30일의 범위에서 21일의 유급휴가를 주도록 함.(안 제18조의2제1항, 안 제39조제2항제3호).  ",환경노동위원회,"['김영춘(더불어민주당/金榮春)', '김수민(국민의당/金秀玟)', '김종민(더불어민주당/金鍾民)', '김종회(국민의당/金鍾懷)', '김철민(더불어민주당/金哲玟)', '민병두(더불어민주당/閔丙두)', '민홍철(더불어민주당/閔洪喆)', '박남춘(더불어민주당/朴南春)', '박재호(더불어민주당/朴在昊)', '박정(더불어민주당/朴釘)', '박홍근(더불어민주당/朴洪根)', '서영교(무소속/徐瑛敎)', '어기구(더불어민주당/魚基龜)', '우원식(더불어민주당/禹元植)', '유승희(더불어민주당/兪承希)', '윤관석(더불어민주당/尹官石)', '윤종오(무소속/尹鍾五)', '조경태(자유한국당/趙慶泰)', '황주홍(국민의당/黃柱洪)']",김영춘(더불어민주당/金榮春),김영춘,더불어민주당,"['김영춘', '김수민', '김종민', '김종회', '김철민', '민병두', '민홍철', '박남춘', '박재호', '박정', '박홍근', '서영교', '어기구', '우원식', '유승희', '윤관석', '윤종오', '조경태', '황주홍']",남성,3
1446,2006156,처,여성과학기술인 육성 및 지원에 관한 법률 일부개정법률안,의원,2017-03-14,2017-12-01 00:00:00,수정가결, ,의안원문,제20대 (2016~2020) 제350회,"  ■   및  현행법은 2002년 여성과학기술인의 양성·활용 및 그들에 대한 지원 시책을 마련하고, 여성과학기술인이 그 자질과 능력을 충분히 발휘할 수 있도록 지원함을 목적으로 제정되었음.그런데 법이 제정된 지 10년 이상 경과하였고 여성과학기술인 지원 정책이 보다 실효성을 가지기 위해서는 현장의 의견 등을 수렴하여 현실에 맞지 않거나 미비한 규정을 개정할 필요성이 제기되고 있는 실정임.이에 여성과학기술인의 국제협력을 촉진하기 위하여 국제공동연구 및 학술교류 사업 등을 지원할 수 있도록 하며, 중앙행정기관의 장 등은 이 법에 따른 권한의 일부를 기관 또는 단체에 위탁하는 경우 업무 수행에 필요한 경비를 출연 또는 보조할 수 있도록 함으로써 여성의 과학기술 역량 강화에 이바지하려는 것임(안 제10조제2항 및 제16조제2항 등).  ",과학기술정보방송통신위원회,"['문미옥(더불어민주당/文美玉)', '김정우(더불어민주당/金政祐)', '김현미(더불어민주당/金賢美)', '박영선(더불어민주당/朴映宣)', '박정(더불어민주당/朴釘)', '신경민(더불어민주당/辛京珉)', '우원식(더불어민주당/禹元植)', '유승희(더불어민주당/兪承希)', '인재근(더불어민주당/印在謹)', '최인호(더불어민주당/崔仁昊)', '추혜선(정의당/秋惠仙)', '홍익표(더불어민주당/洪翼杓)']",문미옥(더불어민주당/文美玉),문미옥,더불어민주당,"['문미옥', '김정우', '김현미', '박영선', '박정', '신경민', '우원식', '유승희', '인재근', '최인호', '추혜선', '홍익표']",여성,6
