,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자,발의자,제안정당,성별,여성의원 수
688,1805069,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2009-06-09,의원,2009-12-30,대안반영폐기,제18대 (2008~2012) 제282회,"    및  저출산·고령화 사회로 진입함에 따라 출산율을 제고하고, 여성 인력의 경제활동 참가를 유도하기 위하여 일과 가정의 양립을 지원할 수 있는 다각적인 정책 마련이 중요한 실정임.그러나, 육아휴직 제도는 이러한 지원정책 중 중요한 제도임에도 불구하고 육아휴직을 사용할 수 있는 자녀의 나이가 생후 3년 미만으로 제한되어 있어, 특히 맞벌이 근로자인 경우 공교육에 편입되기 전 자녀양육이 커다란 부담이 되고 있음.이에 육아휴직 요건을 생후 3년 미만의 자녀에서 만 6세 이하의 초등학교 취학 전 자녀로 완화함으로써 근로자의 일과 가정의 양립을 지원하고, 나아가 국가 전체의 경쟁력을 강화하려는 것임(안 제19조제1항).  ",환경노동위원회,"['김재균', '강기정', '김동철', '김재윤', '박은수', '송민순', '양승조', '장세환', '최재성', '최철국']",김재균,무소속,남성,0
689,1805067,교육기본법 일부개정법률안,2009-06-09,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"    및  최근 국제결혼이 증가함에 따라 다문화가정이 늘어나고 있는데, 다문화가정의 구성원인 이주민이나 그 자녀의 경우 우리 사회에 적응하여 살아가기 위한 다양한 교육적 욕구를 가지고 있어 이에 대한 정책적 지원이 절실함.또한 다양한 문화적 배경을 가진 사회 구성원이 증가됨에 따라 다른 문화에 대한 지식과 이해를 습득하고, 문화적 차이를 인정하는 태도를 향상시키기 위한 다문화교육의 필요성이 제기되고 있음.따라서 다문화가정 구성원의 교육 및 일반 국민의 다문화 의식 증진을 위하여 국가와 지방자치단체가 다문화 교육을 위한 시책을 수립·실시하도록 하려는 것임(안 제17조의5 신설).  ",교육과학기술위원회,"['원희목', '강명순', '김성곤', '박은수', '손범규', '손숙미', '안형환', '이두아', '이애주', '임두성']",원희목,새누리당,남성,4
690,1805065,유아교육법 일부개정법률안,2009-06-09,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"   영어교육에 대한 필요성이 점차 증대되고 있고, 원어민교사에 대한 학부모의 요구가 증대되고 있으나 늘어나는 수에 비례하여 원어민교사들의 범죄도 늘어나고 있음. 특히 아동 성범죄를 저질러 국제적으로 수배를 당한 사람이 버젓이 국내에서 원어민교사로 채용되기도 하며, 범죄로 추방당한 원어민교사가 다시 몇 년 후 국내에서 원어민교사로 또 채용되는 일도 발생하고 있어 이를 근원적으로 해결하도록 원어민교사에 대한 자격검증을 제도화하려는 것임. 교육감 또는 원장(사립유치원의 경우에는 법인 또는 사립유치원 경영자를 말한다)은 유치원에 제20조제1항에 따른 교원 외에 원어민교사를 두어 원아의 외국어교육을 담당하게 할 수 있고, 원어민교사가 되고자 하는 자로부터 범죄경력조회서, 대마 및 약물검사 결과를 포함한 건강진단서, 학력증명서 등을 제출받아 그에 대한 검증 후 채용하도록 함(안 제23조의2 신설).  ",교육과학기술위원회,"['최영희', '박은수', '백원우', '송민순', '송영길', '양승조', '이미경', '전현희', '전혜숙', '최문순', '최재성']",최영희,민주통합당,여성,4
691,1805064,초·중등교육법 일부개정법률안,2009-06-09,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"  ■  영어교육에 대한 필요성이 점차 증대되고 있고, 원어민교사에 대한 학부모의 요구가 증대되고 있으나 늘어나는 수에 비례하여 원어민교사들의 범죄도 늘어나고 있음. 특히 아동 성범죄를 저질러 국제적으로 수배를 당한 사람이 버젓이 국내에서 원어민교사로 채용되기도 하며, 범죄로 추방당한 원어민교사가 다시 몇 년 후 국내에서 원어민교사로 또 채용되는 일도 발생하고 있어 이를 근원적으로 해결하도록 원어민교사에 대한 자격검증을 제도화하려는 것임. 교육감 또는 학교의 장(사립학교의 경우에는 법인 또는 사립학교 경영자를 말한다)은 학교에 제19조제1항에 따른 교원 외에 원어민교사를 두어 학생의 외국어교육을 담당하게 할 수 있고, 원어민교사가 되고자 하는 자로부터 범죄경력조회서, 대마 및 약물검사 결과를 포함한 건강진단서, 학력증명서 등을 제출받아 그에 대한 검증 후 채용하도록 함(안 제22조의2 신설).  ",교육과학기술위원회,"['최영희', '박은수', '백원우', '송민순', '송영길', '양승조', '이미경', '전현희', '전혜숙', '최문순', '최재성']",최영희,민주통합당,여성,4
692,1805062,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안,2009-06-09,의원,2011-06-29,대안반영폐기,제18대 (2008~2012) 제282회,"   영어교육에 대한 필요성이 점차 증대되고 있고, 원어민강사에 대한 학부모의 요구가 증대되고 있으나 늘어나는 수에 비례하여 원어민강사들의 범죄도 늘어나고 있음. 특히 아동 성범죄를 저질러 국제적으로 수배를 당한 사람이 버젓이 국내에서 원어민강사로 채용되기도 하며, 범죄로 추방당한 원어민강사가 다시 몇 년 후 국내에서 원어민강사로 또 채용되는 일도 발생하고 있어 이를 근원적으로 해결하도록 원어민강사에 대한 자격검증을 제도화하려는 것임. 학원설립·운영자는 외국어교습을 담당하게 하기 위하여 제13조제1항에 따른 강사 중 원어민강사를 채용하고자 하는 경우에는 원어민강사가 되고자 하는 자로부터 범죄경력조회서, 대마 및 약물검사 결과를 포함한 건강진단서, 학력증명서 등을 제출받아 그에 대한 검증 후 채용하도록 함(안 제13조의2 신설).  ",교육과학기술위원회,"['최영희', '박은수', '백원우', '송민순', '송영길', '양승조', '이미경', '전현희', '전혜숙', '최문순', '최재성']",최영희,민주통합당,여성,4
693,1805047,독립유공자예우에 관한 법률 일부개정법률안,2009-06-05,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"   현행법은 독립유공자의 희생과 공헌이 우리 자손들에게 숭고한 애국정신의 귀감으로서 항구적으로 존중되고 또한 독립유공자와 그 유족의 영예로운 생활이 유지·보장되도록 실질적인 보상이 이루어지도록 하고 있음.또한 2007년부터 양성평등 정책의 일환으로 혼인으로 출가한 독립유공자의 여성 후손에 대하여도 규정에 따라 그가 선순위 보상 대상 자에 해당할 경우 적법 보상되고 있음.그러나 성별을 불문하고 독립유공자의 자녀·손자녀 등이 혼인·입양 등으로 인하여 친일반민족행위자의 직계비속 또는 직계비속의 배우자가 되는 경우, 독립유공자의 다른 후손이 현존함에도 불구하고 “친일반민족행위자의 자녀·손자녀 등”에게 독립유공에 대한 보상금이 지급되는 모순된 사례가 발생하고 있는 실정임.따라서 혼인·입양 등으로 인하여 친일반민족행위자의 직계비속 또는 직계비속의 배우자가 된 독립유공자의 자녀·손자녀 등 유족 및 가족에 대해서는 그 이후로부터 보상금 지급 등 이 법의 적용을 배제하도록 하여,일제로부터 조국의 자주독립을 위하여 공헌한 독립유공자와 그 유족에게 국가가 합당한 예우를 하여 생활안정과 복지향상을 도모하고 국민의 애국정신과 민족정기를 선양하고자 하는 이 법의 목적과 취지를 수호하려는 것임. 혼인·입양 등으로 인하여 「일제강점하 반민족행위 진상규명에 관한 특별법」 제2조 각 호의 어느 하나에 해당하는 친일반민족행위를 한 것으로 결정된 자의 직계비속 또는 직계비속의 배우자(이로 인하여 출생한 후손을 포함한다)가 된 경우에는 이 법으로부터 배제하도록 함(안 제39조제2항제1호 및 제2호 신설).  ",정무위원회,"['유성엽', '강운태', '김영진', '김용구', '우제창', '윤석용', '이낙연', '이시종', '임동규', '임영호', '조경태']",유성엽,무소속,남성,0
694,1805022,청년실업해소특별법 일부개정법률안,2009-06-03,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"   외환위기 이후 경기침체와 구조조정의 여파로 기업이 신규채용을 감축하거나 동결함에 따라 청년실업해소를 위한 특단의 대책으로서 청년미취업자에게 현장 경험을 제공하여 직업능력을 배양하고, 정규직으로의 취업을 도모하기 위하여 이른바 ‘인턴제’를 실시하고 있음.그러나 인턴을 모집함에 있어서 학력·연령 등에 따른 제한을 둠으로써 차별논란이 제기되고 있으며, 업무도 적성·전문성과는 무관한 단순 반복적이고 기능적인 분야로 한정되어 실시됨에 따라 동 제도의 실효성에 의문이 제기 되고 있는 실정임.이에 인턴취업지원을 실시함에 있어 합리적 이유 없이 차별을 하지 아니하도록 하고, 인턴취업지원에 적합한 직종을 선정하는 등 제도적 개선을 마련함으로써 청년실업해소문제를 극복하는데 기여하려는 것임. 가. 청년이 직업을 선택하기 전에 국가·지방자치단체·「공공기관의 운영에 관한 법률」에 따른 공공기관 및 민간기업에서 직업 실습의 기회를 제공받을 수 있도록 하되, 합리적 이유 없이 연령·학력·성별 등을 이유로 차별을 하지 않도록 함(안 제8조의2 신설).나. 인턴취업지원제도의 내실을 기하기 위하여 노동부장관은 고용정책심의회의 심의를 거쳐 인턴취업지원에 적합한 직종을 선정하고, 이를 고시하도록 함(안 제8조의3 신설).  ",환경노동위원회,"['김소남', '김성수', '김장수', '김효재', '안효대', '이성헌', '이정선', '이한성', '이화수', '임두성']",김소남,새누리당,여성,2
695,1805015,유아교육법 일부개정법률안,2009-06-03,의원,2011-04-29,원안가결,제18대 (2008~2012) 제282회,"   현행 「敎育公務員法」및 「사립학교법」에 따라, 국·공·사립학교 교원으로 재직 중 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위 행위 및 학생에 대한 신체적 폭력 행위로 인하여 파면·해임된 자에 대해서는 원칙적으로 고등학교 이하 각급 학교의 교원으로 신규채용 또는 특별채용을 할 수 없음.아울러 국·공립학교 교원 중 형사사건으로 기소중이거나 징계위원회가 중징계의결을 요구중인 자에 대하여는 대통령 훈령에 따라 의원면직(依願免職)을 제한함으로써, 비위공무원의 징계처분 회피를 차단하고 있음.이는 깨끗한 교직풍토를 조성함으로써 교원에 대한 국민의 신뢰를 높이는 동시에 학생들의 인권과 학습권을 보호하려는 취지임.그럼에도 불구하고 유치원에서 교사와 함께 유아교육 업무를 수행하고 있는 강사·기간제교사·명예교사 등의 채용에 있어서는 이러한 채용 제한 규정이 적용되지 않고 있음.이에 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위행위 및 학생에 대한 신체적 폭력 행위로 재직 중 파면·해임의 징계를 받거나 금고이상의 형을 선고받은 교원 또는 계약제교원에 대하여는 강사·기간제교사·명예교사 등으로 채용할 수 없도록 함으로써, 우리 아이들이 안전한 학교환경에서 자랄 수 있도록 하고자 하는 것임. 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위행위 및 학생에 대한 신체적 폭력 행위로 재직 중 파면·해임의 징계를 받거나 금고이상의 형을 선고받은 교원 또는 계약제교원에 대하여는 강사·기간제교사·명예교사 등으로 채용할 수 없도록 함(안 제23조제1항 후단 신설). 이 법률안은 권영진의원이 대표발의한 「교육공무원법 일부개정법률안」(의안번호 제5012호)·「사립학교법 일부개정법률안」(의안번호 제5013호) 및 「초·중등교육법 일부개정법률안」(의안번호 제5014호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.  ",교육과학기술위원회,"['권영진', '강석호', '김성조', '김세연', '김정훈', '박보환', '박종희', '백성운', '서상기', '신낙균', '신영수', '안효대', '유기준', '유성엽', '윤상현', '이인기', '이정선', '이한성', '임영호', '조전혁', '허태열']",권영진,새누리당,남성,2
696,1805014,초·중등교육법 일부개정법률안,2009-06-03,의원,2011-04-29,원안가결,제18대 (2008~2012) 제282회,"   현행 「敎育公務員法」및 「사립학교법」에 따라, 국·공·사립학교 교원으로 재직 중 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위 행위 및 학생에 대한 신체적 폭력 행위로 인하여 파면·해임된 자에 대해서는 원칙적으로 고등학교 이하 각급 학교의 교원으로 신규채용 또는 특별채용을 할 수 없음.아울러 국·공립학교 교원 중 형사사건으로 기소중이거나 징계위원회가 중징계의결을 요구중인 자에 대하여는 대통령 훈령에 따라 의원면직(依願免職)을 제한함으로써, 비위공무원의 징계처분 회피를 차단하고 있음.이는 깨끗한 교직풍토를 조성함으로써 교원에 대한 국민의 신뢰를 높이는 동시에 학생들의 인권과 학습권을 보호하려는 취지임.그럼에도 불구하고 동일한 교육현장에서 방과후학교·수준별이동수업 등을 통해 교원과 함께 학생들을 지도하는 산학겸임교사·명예교사·강사 등의 채용에 있어서는 이러한 채용 제한 규정이 적용되지 않고 있음.이에 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위행위 및 학생에 대한 신체적 폭력 행위로 재직 중 파면·해임의 징계를 받거나 금고이상의 형을 선고받은 교원 또는 계약제교원에 대하여는 산학겸임교사·명예교사·강사 등으로 채용할 수 없도록 함으로써, 우리 아이들이 안전한 학교환경에서 자랄 수 있도록 하고자 하는 것임. 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위행위 및 학생에 대한 신체적 폭력 행위로 재직 중 파면·해임의 징계를 받거나 금고이상의 형을 선고받은 교원 또는 계약제교원에 대하여는 산학겸임교사·명예교사·강사 등으로 채용할 수 없도록 함(안 제22조제1항 후단 신설). 이 법률안은 권영진의원이 대표발의한 「교육공무원법 일부개정법률안」(의안번호 제5012호)·「사립학교법 일부개정법률안」(의안번호 제5013호) 및 「유아교육법 일부개정법률안」(의안번호 제5015호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.  ",교육과학기술위원회,"['권영진', '강석호', '김성조', '김세연', '김정훈', '박보환', '박종희', '백성운', '서상기', '신낙균', '신영수', '안효대', '유기준', '유성엽', '윤상현', '이인기', '이정선', '이한성', '임영호', '조전혁', '허태열']",권영진,새누리당,남성,2
697,1805013,사립학교법 일부개정법률안,2009-06-03,의원,2011-04-29,원안가결,제18대 (2008~2012) 제282회,"   현행 「사립학교법」에 따라, 국·공·사립학교 교원으로 재직 중 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위 행위 및 학생에 대한 신체적 폭력 행위로 인하여 파면·해임된 자에 대해서는 원칙적으로 고등학교 이하 각급 학교의 교원으로 신규채용 또는 특별채용을 할 수 없음.아울러 국·공립학교 교원 중 형사사건으로 기소중이거나 징계위원회가 중징계의결을 요구중인 자에 대하여는 대통령 훈령에 따라 의원면직(依願免職)을 제한함으로써, 비위공무원의 징계처분 회피를 차단하고 있음.이는 깨끗한 교직풍토를 조성함으로써 교원에 대한 국민의 신뢰를 높이는 동시에 학생들의 인권과 학습권을 보호하려는 취지임.그럼에도 불구하고 미성년자에 대한 성폭력 범죄행위 등을 저지른 교원이 비위사실이 확인되기 전에 의원면직하는 경우에는 파면·해임 등의 징계가 원천적으로 불가능할 뿐만 아니라 금고 이상의 형을 선고받더라도 일정기간이 지나면 다시 사립학교 교원으로 채용될 수 있어, 파면·해임의 징계를 받아 채용제한 조치를 받은 교원과의 형평성에 문제가 발생하고 있음.이에 파면·해임등의 징계를 받지 않더라도 미성년자에 대한 성폭력 범죄행위 등으로 인하여 금고 이상의 형을 선고받은 자에 대해서는 사립학교 교원으로 임명될 수 없도록 함으로써, 실효성있는 제도적 장치를 마련하는 동시에 우리 아이들이 안전한 학교환경에서 자랄 수 있도록 하고자 하는 것임.아울러 현행 법률에는 임명 제한의 대상에 기간제교원 및 「유아교육법」·「초·중등교육법」에 따른 교사·강사·산학겸임교사·명예교사 등 계약제교원 경력자가 포함돼 있지 않을 뿐만 아니라 기간제교원의 임용에서는 임명 제한 규정이 적용되지 않고 있으므로, 이들에 대해서도 동일하게 적용하고자 하는 것임. 가. 재직 중에 행한 미성년자에 대한 성폭력 범죄행위·금품수수 행위·학생성적 관련 비위 행위 및 신체적 폭력 행위로 인하여 금고 이상의 형을 선고받은 국·공·사립 교원 및 계약제교원은 고등학교 이하 각급 학교의 교원으로 임명할 수 없도록 함(안 제54조의3제5항).나. 기간제교원에 대해서도 사립학교 교원의 임명 제한 규정을 준용하도록 함(안 제54조의4제4항 신설). 이 법률안은 권영진의원이 대표발의한 「교육공무원법 일부개정법률안」(의안번호 제5012호)·「초·중등교육법 일부개정법률안」(의안번호 제5014호) 및 「유아교육법 일부개정법률안」(의안번호 제5015호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.  ",교육과학기술위원회,"['권영진', '강석호', '김성조', '김세연', '김정훈', '박보환', '박종희', '백성운', '서상기', '신낙균', '신영수', '안효대', '유기준', '유성엽', '윤상현', '이인기', '이정선', '이한성', '임영호', '조전혁', '허태열']",권영진,새누리당,남성,2
698,1805012,교육공무원법 일부개정법률안,2009-06-03,의원,2011-04-29,대안반영폐기,제18대 (2008~2012) 제282회,"   현행 「교육공무원법」에 따라, 국·공·사립학교 교원으로 재직 중 미성년자에 대한 성폭력 범죄행위·금품수수행위·학생성적 관련 비위 행위 및 학생에 대한 신체적 폭력 행위로 인하여 파면·해임된 자에 대해서는 원칙적으로 고등학교 이하 각급 학교의 교원으로 신규채용 또는 특별채용을 할 수 없음.아울러 국·공립학교 교원 중 형사사건으로 기소 중이거나 징계위원회가 중징계의결을 요구 중인 자에 대하여는 대통령 훈령에 따라 의원면직(依願免職)을 제한함으로써, 비위공무원의 징계처분 회피를 차단하고 있음.이는 깨끗한 교직풍토를 조성함으로써 교원에 대한 국민의 신뢰를 높이는 동시에 학생들의 인권과 학습권을 보호하려는 취지임.그럼에도 불구하고 미성년자에 대한 성폭력 범죄행위 등을 저지른 교원이 비위사실이 확인되기 전에 의원면직하는 경우에는 파면·해임 등의 징계가 원천적으로 불가능할 뿐만 아니라 금고 이상의 형을 선고받더라도 일정기간이 지나면 다시 교육공무원으로 채용될 수 있어, 의원면직되지 않고 파면·해임의 징계를 받아 채용제한 조치를 받은 교원과의 형평성에 문제가 발생하고 있음.이에 파면·해임등의 징계를 받지 않더라도 미성년자에 대한 성폭력 범죄행위 등으로 인하여 금고 이상의 형을 선고받은 자에 대해서는 교육공무원으로 신규채용되거나 특별채용될 수 없도록 함으로써, 실효성있는 제도적 장치를 마련하는 동시에 우리 아이들이 안전한 학교환경에서 자랄 수 있도록 하고자 하는 것임.아울러 현행 법률에는 신규채용 및 특별채용 제한의 대상에 기간제교원 및 「유아교육법」·「초·중등교육법」에 따른 교사·강사·산학겸임교사·명예교사 등 계약제교원 경력자가 포함돼 있지 않을 뿐만 아니라 기간제교원의 임용에 있어서는 임용 제한 규정이 적용되지 않고 있으므로, 이들에 대해서도 동일하게 적용하고자 하는 것임. 가. 재직 중에 행한 미성년자에 대한 성폭력 범죄행위·금품수수 행위·학생성적 관련 비위 행위 및 신체적 폭력 행위로 인하여 금고 이상의 형을 선고받은 국·공·사립 교원 및 계약제교원은 고등학교 이하 각급 학교의 교원으로 신규채용 또는 특별채용할 수 없도록 함(안 제10조의3제1항).나. 기간제교원에 대해서도 교원의 임용 제한 규정을 준용하도록 함(안 제32조제4항 신설). 이 법률안은 권영진의원이 대표발의한 「사립학교법 일부개정법률안」(의안번호 제5013호)·「초·중등교육법 일부개정법률안」(의안번호 제5014호) 및 「유아교육법 일부개정법률안」(의안번호 제5015호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.  ",교육과학기술위원회,"['권영진', '강석호', '김성조', '김세연', '김정훈', '박보환', '박종희', '백성운', '서상기', '신낙균', '신영수', '안효대', '유기준', '유성엽', '윤상현', '이인기', '이정선', '이한성', '임영호', '조전혁', '허태열']",권영진,새누리당,남성,2
699,1805010,영유아보육법 일부개정법률안,2009-06-03,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"   현행 「敎育公務員法」및 「사립학교법」에 따라, 교원으로 재직 중 미성년자에 대한 「성폭력범죄의 처벌 및 피해자보호 등에 관한 법률」제2조에 따른 성폭력범죄행위·학생에 대한 신체적 폭력 행위 등으로 인하여 파면·해임된 자는 원칙적으로 유치원 및 초·중·고등학교의 교원으로 채용될 수 없음. 이는 교원에 대한 국민의 신뢰를 높이는 동시에 학생들의 인권과 학습권을 보호하려는 취지임.반면 현행 「영유아보육법」에서는 아동에 대한 신체손상 및 성희롱·성폭행 등의 학대행위 등 「아동복지법」에 따라 처벌을 받은 보육시설의 장 또는 보육교사에 대하여 자격취소 처분을 할 수 있을 뿐, 자격 취소 후 1년이 경과된 자로서 교육훈련시설에서 소정의 교육과정을 이수한 자에 대해서는 보육교사 3급 자격을 부여하고 있으며 이 경우 관련 법률에 따라 형(刑) 확정 후 10년이 지나면 다시 보육시설에 근무할 수 있음.그러나 현재 만3세부터 만6세까지의 아동이 보육시설 또는 유치원을 자유롭게 선택하여 다니고 있다는 점에서, 이처럼 같은 연령의 아동을 상대로 하는 교사 또는 교원에 대하여 채용의 결격사유를 달리 적용하는 것은 보육시설에 다니는 영유아들의 인권을 충분히 고려하지 못한 불합리한 제도임.뿐만 아니라 영유아의 경우 자기 방어 능력이 없는 절대적 약자이고 학대행위 및 성폭력 범죄행위로 인한 영유아의 신체적·정신적·사회적 후유증이 심각하다는 사실을 감안한다면, 보육시설의 장 및 보육교사에 대해서는 오히려 각급 학교의 교원보다 더 엄격한 기준을 적용해야 할 것임.이에 미성년자에 대한 「성폭력범죄의 처벌 및 피해자보호 등에 관한 법률」제2조에 따른 성폭력범죄 행위로 처벌을 받은 보육시설의 장 또는 보육교사에 대해서도 자격을 취소할 수 있도록 하고, 「아동복지법」에 따라 아동에 대한 신체손상·성희롱·성폭행 등의 학대 행위로 금고 이상의 형을 선고받거나 미성년자에 대한 「성폭력범죄의 처벌 및 피해자보호 등에 관한 법률」제2조에 따른 성폭력범죄 행위로 금고 이상의 형을 선고받은 보육시설의 장 또는 보육교사에 대해서는 각급 학교의 교원 임용 제한 수준에 맞추어 원칙적으로 보육시설에 근무할 수 없도록 함으로써 아이들의 인권을 보호하고 보육시설에 대한 국민들의 신뢰를 높이고자 하는 것임. 가. 보육시설의 장 또는 보육교사의 자격취소 요건에 미성년자에 대한 「성폭력범죄의 처벌 및 피해자보호 등에 관한 법률」제2조에 따른 성폭력범죄 행위로 처벌을 받은 자를 추가함(안 제48조제3호의2 신설).나. 「아동복지법」에 따라 아동에 대한 신체손상·성희롱·성폭행 등의 학대 행위로 금고 이상의 형을 선고받거나 미성년자에 대한 「성폭력범죄의 처벌 및 피해자보호 등에 관한 법률」제2조에 따른 성폭력범죄 행위로 금고 이상의 형을 선고받은 자에 대해서는 원칙적으로 보육시설에 근무할 수 없도록 함(안 제20조제5호 신설).  ",보건복지위원회,"['권영진', '김성조', '김성태', '김세연', '김정훈', '박보환', '박종희', '배은희', '서상기', '신낙균', '신영수', '안효대', '유기준', '유성엽', '윤상현', '이인기', '이혜훈', '임영호', '조전혁']",권영진,새누리당,남성,3
700,1805000,생명윤리 및 안전에 관한 법률 일부개정법률안,2009-06-02,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"   최근에 인공수정, 시험관아기 등 의학기술이 발달하면서 불임부부가 인공수정이나 입양 외에 다른 여성의 대리 임신·출산을 통하여 유전적으로 연관이 있는 출생아를 얻을 가능성이 확대됨.이렇게 불임부부가 대리모출산으로 자녀를 얻고자 하는 경우 출생아에게 체외수정시술방법에 따라 의뢰모, 유전적모 및 대리모가 존재할 수 있음. 그럼으로써 친자관계, 친권 및 양육권, 전통적인 가족제도의 정당성과 보호, 인권침해, 출생아의 생명과 존엄성 등 복합적인 문제가 발생할 수 있으나, 우리 사회는 이에 관한 법적·사회적·윤리적 기준이 명확하게 정립되어 있지 않음.이와 같이 대리모행위를 규제하는 법적 근거가 없는 상태하에서 국내·외 알선조직을 통하여 인터넷상으로 국경을 넘어서까지 대리모출산 거래가 암암리에 이루어지고 있어, 국민의 건강권 특히 여성인권이 침해될 위험이 높음.따라서 누구든지 영리를 목적으로 대리모를 알선하거나 유인하는 대리모중개행위를 금지하여 사회적·윤리적 및 안전성측면에서 인간의 존엄성과 생명을 보호하려는 것임. 가. 금전 또는 재산상의 이익, 그 밖의 반대급부를 조건으로 자녀를 원하는 혼인 중인 부부에게 대리모를 연결시켜주거나 대리모 계약체결의 기회를 알려주는 대리모중개행위를 하여서는 아니 됨(안 제13조의2항 신설).나. 금전 또는 재산상의 이익, 그 밖의 반대급부를 조건으로 대리모중개행위를 하거나, 대리모중개행위로 인한 대리모의 임신·출산을 위한 인공수태시술을 한 자에게 3년 이하의 징역에 처함(안 제51조제1항제6호의2·제6호의3 신설).  ",보건복지위원회,"['김소남', '고승덕', '김동성', '김성수', '박대해', '안상수', '이정선', '이한성', '임두성', '한선교']",김소남,새누리당,여성,2
701,1804993,국민기초생활 보장법 일부개정법률안,2009-06-01,의원,2011-03-10,대안반영폐기,제18대 (2008~2012) 제282회,"   국내에 체류하는 외국인 중 대한민국 국민과 혼인한 상당수의 외국인 배우자들은 농어업에 종사하면서 자녀출산 및 양육, 배우자의 부모부양 등 3중고에 시달리고 있음.국민기초생활보장제도는 가구단위로 가구원의 수에 따라 급여를 지급하고 있어 외국인 배우자 등이 가구원에 포함되어 있는 가구의 경우 대한민국 국적의 미성년 자녀를 양육하고 있는 외국인은 수급권자에 포함되어 가구원으로서 급여혜택을 받고 있으나, 대한민국 국민과 결혼하여 임신중이거나 미성년의 자녀없이 배우자의 대한민국 국적인 부모를 부양하고 있는 외국인 배우자의 경우에는 이 법에 따른 수급권자에 포함되지 않아 기초생활을 충분히 보장받지 못하고 있음.이에 대한민국 국민과 혼인한 외국인 배우자가 미성년 자녀를 양육하는 경우뿐만 아니라 임신중이거나 배우자의 대한민국 국적인 직계존속을 부양하는 경우에도 수급권자가 되도록 하여 이들의 최저생활과 인간다운 삶을 보장하려는 것임. 국내에 체류하고 있는 외국인 중 대한민국 국민과 혼인하여 임신중이거나 배우자의 대한민국 국적인 직계존속(直系尊屬)과 생계나 주거를 같이 하고 있는 사람도 수급권자가 되도록 추가함(안 제5조의2).  ",보건복지위원회,"['김춘진', '강창일', '김성순', '김성조', '김우남', '김종률', '김효석', '박기춘', '박선숙', '신상진', '안민석', '오제세', '유성엽', '유원일', '이성헌', '이정선', '정양석', '허태열']",김춘진,민주통합당,남성,2
702,1804904,사회적기업 육성법 일부개정법률안,2009-05-20,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제282회,"    및  빈곤·소외계층이 급증하면서 소득 및 취업의 불균형으로 계층 양극화의 문제가 심각한 사회불안요인으로 등장함에 따라 사회적기업을 육성·지원함으로써 취약계층에 대하여 사회서비스의 공급을 확대함과 동시에 지속적인 일자리를 제공하고 있음.그러나 취업에 있어서 불리한 상황에 있는 출소자, 북한이탈주민, 경력단절여성, 다문화가족 구성원으로서 결혼이민자 등이 취약계층에 포함되어 있지 않아 이들에 대한 사회서비스 제공 등 보호대책이 필요한 실정임.이에 취약계층의 대상을 확대하여 이들에 대한 사회서비스 또는 일자리를 제공함으로써 사회적기업의 취약계층에 대한 자활지원 취지를 활성화하려는 것임(안 제2조제2호).  ",환경노동위원회,"['손숙미', '권영진', '김옥이', '손범규', '오제세', '유성엽', '이두아', '이정선', '임동규', '조진래', '허태열', '홍정욱']",손숙미,새누리당,여성,4
